"id","product","tags","ingredients"
"9535","Well & Truly Raspberry Road Gourmet Granola","[""Peanut Free"",""Dairy Free"",""Soy Free"",""Egg Free""]","[""sunflower seed"",""pumpkin seed"",""almond"",""sesame seed"",""cashew"",""maple syrup"",""macadamia nuts"",""freeze dried raspberries"",""honey"",""coconut cream"",""rice bran oil""]"
"9536","Well & Truly Macadamia Gold Gourmet Granola","[""Egg Free"",""Soy Free"",""Peanut Free"",""Dairy Free""]","[""sunflower seed"",""cashew"",""almond"",""sesame seed"",""pumpkin seed"",""rice bran oil"",""maple syrup"",""macadamia nuts"",""honey"",""coconut cream"",""vanilla essence""]"
"9538","Down To Earth Organic Corn Flakes","[""Soy Free"",""Egg Free"",""Sesame Free"",""Peanut Free"",""Tree-nut Free"",""Dairy Free""]","[""malt extract"",""corn flakes"",""sea salt""]"
"9539","Ceres Organic Cacao Crunch Good Muesli","[""Dairy Free"",""Peanut Free"",""Soy Free"",""Egg Free"",""Sesame Free""]","[""chia seed"",""date"",""pumpkin seed"",""oat"",""almond"",""coconut oil"",""coconut sugar"",""cacao powder"",""rice puffs"",""coconut shredded"",""sea salt"",""brown rice malt""]"
"9552","Little Bird Grawnola Macadamia & Berry","[""Soy Free"",""Peanut Free"",""Dairy Free"",""Egg Free"",""Sesame Free""]","[""lemon"",""blueberries"",""blackberry"",""sprouted sunflower seeds"",""linseed"",""macadamia nuts"",""currants"",""pineapple"",""sprouted buckwheat"",""rockmelon"",""coconut cream"",""agave"",""himalayan crystal salt""]"
"9579","Wild Honey Manuka Honey MG 200+","[""Peanut Free"",""Egg Free"",""Soy Free"",""Gluten Free Coeliac/Celiac"",""Wheat Free"",""Sesame Free"",""Dairy Free"",""Tree-nut Free""]","[""manuka honey""]"
"9580","Natures Buzz Native Bush Manuka Honey","[""Wheat Free"",""Peanut Free"",""Soy Free"",""Egg Free"",""Sesame Free"",""Gluten Free Coeliac/Celiac"",""Dairy Free"",""Tree-nut Free""]","[""manuka honey""]"
"9615","Lotus Organic Spelt Flakes Rolled","[""Peanut Free"",""Soy Free"",""Dairy Free"",""Egg Free"",""Tree-nut Free"",""Sesame Free""]","[""organic rolled spelt flakes""]"
"9618","Lotus Organic Rolled Oats Unstabilised","[""Sesame Free"",""Tree-nut Free"",""Peanut Free"",""Dairy Free"",""Soy Free"",""Wheat Free"",""Egg Free""]","[""organic rolled oat grain""]"
"9619","Lotus Organic Rolled Oats Traditional Creamy Style","[""Tree-nut Free"",""Wheat Free"",""Peanut Free"",""Egg Free"",""Soy Free"",""Sesame Free"",""Dairy Free""]","[""steamed rolled oat grain""]"
"9626","Lotus Organic Quick Oats","[""Sesame Free"",""Egg Free"",""Dairy Free"",""Tree-nut Free"",""Wheat Free"",""Peanut Free"",""Soy Free""]","[""lightly steamed oat grain""]"
"9638","Eat Real Veggie Straws Multipack (5)","[""Dairy Free"",""Tree-nut Free"",""Sesame Free"",""Soy Free"",""Egg Free"",""Peanut Free""]","[""potato starch"",""calcium chloride"",""salt"",""vegetable oil rapeseedcanola"",""sugar"",""red beet"",""kale powder"",""spinach powder"",""turmeric"",""dehydrated potato"",""tomato powder""]"
"9645","Ceres Organics Smooth Peanut Butter","[]","[]"
"9646","Ceres Organics Crunchy Peanut Butter","[]","[]"
"9660","Well & Truly Macadamia Gold Gourmet Granola","[""Dairy Free"",""Soy Free"",""Peanut Free"",""Egg Free""]","[""pumpkin seed"",""almond"",""sunflower seed"",""cashew"",""sesame seed"",""coconut cream"",""honey"",""maple syrup"",""macadamia nuts"",""vanilla essence"",""rice bran oil""]"
"9661","Ceres Organic Gluten Free Super Grain Muesli","[""Egg Free"",""Dairy Free"",""Soy Free"",""Sesame Free"",""Tree-nut Free"",""Peanut Free""]","[""sunflower seed"",""pumpkin seed"",""sultana"",""quinoa puffs"",""rice syrup"",""cranberries"",""raisins"",""quinoa flakes"",""tapiocatapio"",""buckwheat"",""amaranth puffs"",""ground cinnamon""]"
"9662","Brookfarm Cranberry & Macadamia Gluten Free Muesli","[""Peanut Free"",""Sesame Free"",""Soy Free"",""Dairy Free"",""Egg Free""]","[""pumpkin seed"",""sultana"",""sunflower seed"",""cranberries"",""macadamia nut oil"",""honey"",""amaranth"",""macadamia nuts"",""puffed buckwheat"",""buckwheat"",""rice bran"",""currants"",""prune juice"",""puffed rice""]"
"9722","Lotus Biscoff Spread Crunchy","[""Dairy Free"",""Sesame Free"",""Egg Free"",""Peanut Free"",""Tree-nut Free""]","[""emulsifier soy lecithin"",""canola oil"",""soy flour"",""cinnamon"",""palm oil from sustainable and certified plantations"",""brown sugar"",""salt"",""sunflower oil"",""leavening sodium bicarbonate"",""sugar"",""citric acid"",""vegetable oils contains one or more of soy bean oil"",""original caramelised biscuit  wheat flour""]"
"9801","Kialla Organic Spelt Flour GMO Free BULK","[""Dairy Free"",""Egg Free"",""Soy Free"",""Sesame Free"",""Peanut Free"",""Tree-nut Free""]","[""organic spelt grain""]"
"9805","Kialla Organic Plain Flour Unbleached White Bulk","[""Dairy Free"",""Tree-nut Free"",""Peanut Free"",""Soy Free"",""Sesame Free"",""Egg Free""]","[""organic wheat grain""]"
"9821","Bulk Deal: Cobs Popcorn Natural Butter","[""Gluten Free Coeliac/Celiac"",""Wheat Free"",""Tree-nut Free"",""Sesame Free"",""Peanut Free"",""Soy Free"",""Egg Free""]","[""butter flavour natural flavour"",""natural colour beta carotene"",""salt"",""popcorn"",""butter"",""sunflower oil  high oleic""]"
"9824","Bulk Deal: Cobs Popcorn Natural Salt & Vinegar","[""Soy Free"",""Egg Free"",""Dairy Free"",""Gluten Free Coeliac/Celiac"",""Wheat Free"",""Tree-nut Free"",""Sesame Free"",""Peanut Free""]","[""cider vinegar powder"",""citric acid"",""sugar"",""mineral salt potassium chloride"",""acetic sodium salt"",""sea salt"",""popcorn"",""sea salt amp cider vinegar seasoning  rice flour"",""yeast extract"",""sunflower oil"",""natural food acids acetic acid""]"
"9947","Everything Breakfast - Chocolate Hemp & Hazel","[""Soy Free"",""Egg Free"",""Dairy Free"",""Wheat Free"",""Sesame Free"",""Peanut Free""]","[""sunflower seed"",""chia seed"",""oat"",""date"",""hemp seed"",""spray free 400g"",""mesquite"",""cacao powder"",""activated hazelnuts"",""cacao nibs"",""sea salt  certified organic ingredients"",""vanilla extract""]"
"9948","Cacao & Coconut Probiotic Keto Granola","[""Peanut Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Dairy Free"",""Wheat Free"",""Egg Free"",""Soy Free""]","[""cashew"",""pea protein crisps pea protein"",""sea salt"",""pumpkin"",""cacao nibs"",""sesame"",""brazil nuts"",""seeds  sunflower"",""nuts  almonds"",""probiotic bacillus coagulans gbi30 6086"",""coconut"",""cocoa powder"",""rice flour"",""coconut oil"",""natural chocolate flavour"",""stevia extract certified organic""]"
"9954","Fix and Fogg Chocolate Almond Butter","[""Soy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Dairy Free"",""Wheat Free""]","[""almond"",""pure vanilla extract and sea saltnbsp"",""vegetable oil not from palm"",""chocolate"",""almond praline""]"
"9964","Sweet Not Sugar â€“ No Grainer Grain Free Keto Breakfast","[""Peanut Free"",""Soy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Dairy Free"",""Wheat Free"",""Sesame Free""]","[""walnut"",""almond"",""pumpkin seed"",""sunflower seed"",""hazelnut"",""cashew"",""linseed"",""raspberry"",""erythritol"",""coconut oil"",""monk fruit"",""salt"",""coconut"",""strawberry""]"
"9978","Streets Paddle Pop Ice Cream Cyclone 688ml","[""Sesame Free"",""Tree-nut Free"",""Soy Free"",""Peanut Free"",""Egg Free"",""Dairy Free""]","[""140"",""cane sugar"",""flavoursulli1 from wheatliul"",""vegetablegums 410"",""glucose syrup"",""gums 440a"",""water"",""glucose1"",""reconstituted apple juice 900"",""gums 407"",""food acid citric"",""colours 100"",""colours 120"",""colours 160a""]"
"10372","The Natural Food Co Savouries Mixed 2.1kg","[""Tree-nut Free"",""Sesame Free"",""Peanut Free""]","[""flavour"",""onion butter1"",""regulator 262"",""colour 124"",""food acid e320"",""canola oil"",""vegetable fat"",""481"",""thickener maize"",""beef"",""preservatives 202"",""honey"",""soy sauce"",""preservatives 250"",""maize 1442"",""vegetable oilfat"",""500"",""wheat flour"",""antioxidant 320"",""regulator 263"",""herb and spice extract"",""acidityregulator 260"",""cheese milk solids"",""stabiliser 412"",""e202"",""330"",""fish sauce anchovy"",""emulsifier 452"",""hydrolysed plant protein soy maize"",""325"",""yeast"",""modified starch 1442"",""e623"",""salt"",""1442"",""stabiliser 407"",""preservative 202"",""water"",""preservative 210"",""bacon"",""e621"",""hydrolysed plant protein soy"",""starter culture"",""antioxidant 223"",""enzyme"",""colour 160a"",""tomato paste"",""egg"",""herb"",""potato"",""stabiliser 451"",""cheese milk"",""preservative 250"",""preservative e200"",""pepper"",""e160a"",""e330"",""lactose"",""1414"",""emulsifier e322soy"",""milk solid"",""spice extract"",""spice"",""vegetable oil"",""sage"",""onion"",""antioxidant 316"",""colour e150d"",""flavouremulsifier 322"",""antioxidant 315"",""maize"",""sugar"",""colour 129"",""hydrolysed vegetable protein soy maize"",""minced beef"",""dextrose"",""acidity regulator 500"",""food acid 330"",""antioxidant e306soy"",""flavour enhancer 621"",""cream dairy"",""stabiliser 415"",""e471"",""butter flavour"",""316"",""mince beef"",""soy protein"",""vinegar"",""stabiliser 331"",""emulsifier 322soy"",""270"",""emulsifier 322"",""parsley"",""thickenermaize 1414"",""emulsifier 451"",""pork"",""471"",""antioxidant 306soy""]"
"10826","Macro Nut Butter Spread Cashew","[""Soy Free"",""Egg Free"",""Sesame Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Wheat Free"",""Dairy Free""]","[""cashew""]"
"10827","Macro Organic Peanut Butter Smooth","[""Wheat Free"",""Dairy Free"",""Gluten Free Coeliac/Celiac"",""Egg Free"",""Soy Free"",""Sesame Free""]","[""organic peanuts""]"
"11000","Uncle Tobys Milk Oaties","[""Peanut Free"",""Dairy Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free"",""Sesame Free"",""Egg Free""]","[""uncle tobys wholegrain rolled oats""]"
"11001","Sanitarium Cluster Crisp Muesli Blueberry & Maple Syrup","[""Sesame Free"",""Dairy Free"",""Tree-nut Free"",""Egg Free"",""Peanut Free""]","[""mineral iron"",""corn"",""vitamins niacin"",""corn maltodextrin"",""puffed wheat"",""riboflavin"",""vegetable oils sunflower oil"",""freezedried blueberry"",""rice"",""wheat"",""palm oil"",""emulsifier sunflower lecithin"",""antioxidants 307b"",""thiamin"",""natural flavour"",""folate"",""maple syrup"",""cereals  wholegrains  oats"",""barley malt extract"",""salt"",""sugar"",""antioxidants 304""]"
"11002","Vogels Muesli Clusters Gut Health","[""Sesame Free"",""Dairy Free"",""Soy Free"",""Egg Free"",""Peanut Free""]","[""natural flavour"",""almond"",""cashew"",""hazelnut"",""chia seed"",""pumpkin seed"",""rice flour"",""amaranth"",""brown rice puffs brown rice flour"",""maize starch"",""buckwheat"",""probiotic culture bacillus coagulans"",""cereal  wholegrains  oats"",""coconut"",""prebiotic fibre chicory root fibre"",""freeze dried kiwifruit"",""brown sugar"",""golden syrup"",""salt"",""rice bran oil"",""barley"",""nuts amp seeds  sunflower seeds""]"
"11003","Sanitarium Cluster Crisp Cereal Triple Berry","[""Tree-nut Free"",""Egg Free"",""Sesame Free"",""Dairy Free"",""Peanut Free""]","[""acid citric"",""riboflavin"",""mineral iron"",""thiamin"",""antioxidants 304"",""rye"",""berry juice concentrate"",""barley malt extract"",""antioxidants 307b"",""salt"",""raspberry"",""golden syrup"",""sugar"",""emulsifier sunflower lecithin"",""humectant glycerol"",""strawberry"",""corn maltodextrin"",""vitamins niacin"",""folate"",""dried berries  cranberry"",""palm oil"",""natural flavour"",""corn"",""cereals  wholegrains  oats"",""rice"",""vegetable oils sunflower oil""]"
"11004","Pure Delish Local As Granola Blackberry Blueberry","[""Soy Free"",""Wheat Free"",""Egg Free"",""Dairy Free"",""Peanut Free"",""Sesame Free""]","[""oat"",""walnut"",""berries  boysenberry"",""honey"",""horopito essence nz native bush pepper"",""quinoa"",""hi oleic sunflower oil"",""blackberry"",""blueberry"",""sea salt"",""linseed""]"
"11005","Harraways Wholegrain Oats Organic","[""Tree-nut Free"",""Peanut Free"",""Egg Free"",""Sesame Free"",""Dairy Free"",""Wheat Free"",""Soy Free""]","[""imported organic oats""]"
"11006","Macro Organic Granola Honey & Macadamia","[""Dairy Free"",""Sesame Free"",""Egg Free"",""Peanut Free"",""Soy Free""]","[""organic chia seeds"",""organic sugar"",""organic pea protein"",""organic vanilla essence flavouring extract"",""organic honey"",""organic buckwheat"",""organic rice malt syrup"",""organic quinoa puff"",""organic pumpkin seed"",""organic sunflower oil"",""organic oats"",""organic inulin"",""this product contains  whole grains"",""organic oat flour"",""organic macadamia nuts""]"
"11007","Harraways Oat Singles Kamahi Honey","[""Sesame Free"",""Soy Free"",""Wheat Free"",""Peanut Free"",""Tree-nut Free"",""Egg Free""]","[""natural flavour"",""kamahi honey powder"",""raw sugar"",""skim milk powder"",""burnt sugar powder"",""new zealand oats"",""natural golden syrup flavour""]"
"11008","Uncle Tobys Quick Oats Classic Variety","[""Tree-nut Free"",""Peanut Free"",""Soy Free"",""Egg Free"",""Sesame Free"",""Dairy Free""]","[""maize maltodextrin"",""glucose maize"",""cinnamon"",""flavourstrongbrown sugar amp cinnamonstronguncle tobys whole grain rolled strongoatsstrong"",""honey dried honey"",""strongcreamy honeystronguncle tobys whole grain rolled strongoatsstrong"",""brown sugar"",""sugar"",""golden syrup dried golden syrup"",""strong milkstrong powderstronggolden syrupstronguncle tobys whole grain rolled strongoatsstrong"",""flavour""]"
"11009","Sanitarium Cluster Crisp Muesli Macadamia & Salted Caramel","[""Sesame Free"",""Peanut Free"",""Dairy Free"",""Egg Free""]","[""palm oil"",""vitamins niacin"",""salt"",""barley malt extract"",""emulsifier sunflower lecithin"",""rice"",""thiamin"",""antioxidants 304"",""sugar"",""folate"",""antioxidants 307b"",""macadamia"",""riboflavin"",""puffed wheat"",""natural caramel flavour"",""corn"",""cereals  wholegrain oats"",""corn maltodextrin"",""mineral iron"",""vegetable oils sunflower oil""]"
"11010","Hubbards Amazing Toasted Nut Muesli Almond & Pecan","[""Sesame Free"",""Dairy Free"",""Egg Free"",""Soy Free"",""Peanut Free""]","[""cashew"",""pecan"",""hazelnut"",""wholegrain oats"",""sugar"",""flavour"",""triticale"",""salt"",""caramelised sugar syrup"",""oat flour"",""maltodextrin"",""red wheat"",""coconut sulphites"",""vegetable oil"",""wheat"",""wholegrain oat clusters  oats"",""puffed buckwheat"",""natural thickener 414"",""honey"",""seeds pumpkin"",""barley malt extract"",""sunflower"",""emulsifier 471  total wholegrains"",""nuts almonds"",""barley"",""rice pops""]"
"11011","Vogels Cafe Style Light Muesli Vanilla & Almond","[""Dairy Free"",""Sesame Free"",""Soy Free"",""Egg Free"",""Peanut Free""]","[""almond"",""natural flavour"",""pumpkin seed"",""rice flakes rice flour"",""chicory root extract"",""brown sugar"",""salt"",""rice bran oil"",""cereal  cornflakes corn"",""sugar"",""buckwheat"",""maize starch"",""rice flour"",""molasses"",""coconut"",""nuts amp seeds  sunflower seeds"",""golden syrup"",""brown rice puffs brown rice flour""]"
"11013","Vogels Crunchy Muesli Clusters Peanut Butter","[""Sesame Free"",""Egg Free"",""Soy Free"",""Dairy Free""]","[""natural flavour"",""sunflower seed"",""peanut"",""barley malt extract"",""rice bran oil"",""sugar"",""cereals  wholegrain oats"",""cornflakes corn"",""brown rice puffs"",""rice flour"",""salt"",""chicory root extract""]"
"11014","Sanitarium Low Gi Granola Strawberry & Coconut","[""Peanut Free"",""Dairy Free"",""Egg Free"",""Sesame Free""]","[""natural sweetener steviol glycoside"",""freeze dried strawberries"",""riboflavin"",""sugar"",""thiamin"",""corn fibre"",""wheat"",""antioxidants 307b"",""coconut"",""barley malt extract"",""vitamins niacin"",""natural flavour"",""mineral iron"",""antioxidants 304"",""cereals  wholegrain oats"",""salt"",""cranberry juice concentrate"",""rice"",""sunflower oil emulsifier sunflower lecithin""]"
"11093","Hubbards Granola Crispy Super Seeds","[""Peanut Free"",""Egg Free"",""Sesame Free"",""Dairy Free"",""Soy Free""]","[""linseed"",""chia"",""sunflower"",""wholegrain oats"",""seeds  pumpkin"",""vegetable oil"",""hemp"",""natural flavour"",""rise pops"",""brown sugar"",""maltodextrin"",""desiccated coconut sulphites"",""buckwheat"",""oat flour"",""golden syrup""]"
"11094","Vogels Delightful Granola Apple Cinnamon","[""Sesame Free"",""Gluten Free Coeliac/Celiac"",""Soy Free"",""Egg Free"",""Dairy Free"",""Wheat Free"",""Peanut Free""]","[""natural flavour"",""pumpkin seed"",""almond"",""cashew"",""linseed"",""dried apple"",""erythritol"",""nuts amp seeds  sunflower seeds"",""cinnamon"",""vegetable fibre"",""coconut oil"",""rosemary extract"",""coconut sulphites"",""salt""]"
"11095","Harraways Rolled Oats Organic","[""Egg Free"",""Dairy Free"",""Wheat Free"",""Peanut Free"",""Sesame Free"",""Tree-nut Free"",""Soy Free""]","[""organic oats""]"
"11097","Sanitarium Low Gi Granola Golden Almond Crunch","[""Egg Free"",""Peanut Free"",""Dairy Free"",""Sesame Free""]","[""pumpkin seed"",""almond"",""barley malt extract"",""natural flavour"",""sunflower oil emulsifier sunflower lecithin"",""sugar"",""mineral iron"",""vitamins niacin"",""riboflavin"",""natural sweetener steviol glycoside"",""golden syrup"",""corn fibre"",""wheat"",""antioxidants 307b"",""rice"",""thiamin"",""coconut"",""salt"",""antioxidants 304"",""cereals  wholegrain oats""]"
"11098","Uncle Tobys Quick Oats Berry Variety","[""Tree-nut Free"",""Soy Free"",""Sesame Free"",""Dairy Free"",""Peanut Free"",""Egg Free""]","[""honey dried honey"",""tapioca starch"",""strongtriple berrystrongnbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp uncle tobys wholegrain rolled strongoatsstrong"",""freeze dried strawberry"",""humectant glycerol"",""strongwheatstrong fibre"",""rice flour"",""flavour strongwheatstrongnbsp nbsp nbsp nbsp"",""skim strongmilkstrong powder"",""freeze dried berries raspberries"",""sugar"",""strawberries"",""strongwheat strongfibre"",""flavour  strongblueberrystrongnbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp uncle tobys wholegrain rolled strongoatsstrong"",""maize maltodextrin"",""lemon juice concentrate"",""vegetable gum pectin"",""blueberry fruit pieces blueberry"",""flavournbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp strongstrawberrynbsp strongnbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp uncle tobys wholegrain rolled strongoatsstrong""]"
"11099","Hubbards Granola Blueberry Pistachio","[""Peanut Free"",""Sesame Free"",""Dairy Free"",""Egg Free"",""Soy Free""]","[""almond"",""rice pops rice flour"",""buckwheat"",""brown sugar"",""oat flour"",""currants"",""dried fruit blueberries"",""raisins"",""salt"",""maltodextrin"",""barley"",""sugar"",""dietary fibre inulin"",""vegetable oil"",""puffed millet  total wholegrains"",""nuts pistachios"",""wholegrains  oats""]"
"11100","Hubbards Be Mighty Granola Cocoa & Coconut","[""Dairy Free"",""Soy Free"",""Peanut Free"",""Sesame Free"",""Egg Free""]","[""desiccated coconut  sulphites"",""emulsifier 471"",""oat flour"",""puffed wheat"",""golden syrup"",""brown sugar"",""vegetable oil"",""folic acid"",""wholegrain oats"",""riboflavin"",""sweetener steviol glycosides"",""seeds  sunflower"",""rice pops rice"",""sugar"",""cocoa powder"",""mineral iron"",""natural flavour"",""corn fibre"",""pumpkin"",""salt"",""barley malt extract"",""vitamins niacin"",""thiamin""]"
"11101","Blue Frog Cereal Triple Nut Cinnamon","[""Soy Free"",""Dairy Free"",""Peanut Free"",""Sesame Free"",""Egg Free""]","[""pumpkin"",""nuts  almonds"",""vitamins niacin"",""chia"",""mineral iron"",""sugar"",""folate"",""nz oats"",""salt"",""natural flavour"",""natural antioxidant rosemary extract"",""coconut sugar"",""seeds  sunflower"",""coconut"",""sea salt"",""sunflower oil"",""riboflavin"",""thiamine"",""currants currants"",""cinnamon"",""vanilla"",""barley malt extract"",""coconut oil"",""date syrup"",""cornflakes corn"",""cashew"",""probiotic culture  bacillus coagulens"",""rice pops""]"
"11102","Vogels Cafe Style Muesli Nuts & Seeds","[""Peanut Free"",""Sesame Free"",""Egg Free"",""Dairy Free"",""Soy Free""]","[""cashew"",""pumpkin seed"",""sunflower seed"",""natural flavour"",""cornflakes corn"",""rice flour"",""nuts amp seeds  almonds"",""sugar"",""maize starch"",""bran flakes  wheat flour"",""salt"",""brown sugar"",""barley malt extract"",""wheat bran"",""rice bran oil"",""cereal  wholegrain oats"",""stevia extract"",""molasses"",""brown rice puffs brown rice flour""]"
"11103","Vogels Cafe Style Muesli Fruit & Nut Gf","[""Egg Free"",""Peanut Free"",""Soy Free"",""Dairy Free"",""Sesame Free""]","[""pumpkin seed"",""cashew"",""sunflower seed"",""almond"",""fruit  sultanas sultanas"",""cottonseed oil"",""sugar"",""new zealand bush honey"",""banana chips"",""sweetened dried cranberries"",""cereal  buckwheat"",""rice bran oil"",""golden syrup"",""cornflakes corn"",""nuts amp seeds  coconut"",""rice flakes  rice flour"",""salt"",""cinnamon"",""brown sugar"",""maize starch""]"
"11104","Sanitarium Toasted Muesli Golden Oats & Fruit","[""Egg Free"",""Sesame Free"",""Peanut Free"",""Dairy Free""]","[""cashew"",""sunflower"",""humectant glycerol"",""natural flavour"",""corn maltodextrin"",""flavour"",""fruity flakes fruit puree concentrate apple"",""turmeric"",""honey"",""sea salt"",""seeds linseed"",""acid citric"",""antioxidants 307b"",""wheat germ"",""apricot"",""canola oil sunflower lecithin"",""cereals  wholegrain oats"",""glucose syrup"",""wheat fibre"",""antioxidants 304"",""sugar"",""sesame"",""fruit  sultanas andor raisins"",""natural colours annatto"",""coconut"",""gelling agent pectin""]"
"11105","Uncle Tobys Rolled Oats Raspberry Almond & Vanilla","[""Dairy Free"",""Peanut Free"",""Soy Free"",""Sesame Free"",""Wheat Free"",""Egg Free""]","[""flavour"",""uncle tobys whole grain rolled strongoatsstrong"",""roasted strongalmondsstrong"",""freeze dried raspberry"",""sugar""]"
"11106","Vogels Delightful Granola Raspberry, Amaranth and Blackcurrant","[""Peanut Free"",""Egg Free"",""Dairy Free"",""Soy Free"",""Sesame Free""]","[""pumpkin seed"",""natural flavour"",""nuts amp seeds  sunflower seeds"",""brown rice puffs brown rice flour"",""rice bran oil"",""coconut"",""amaranth"",""rice flour"",""brown sugar"",""freeze dried raspberries"",""buckwheat"",""citric acid"",""freeze dried blackcurrants"",""cereal  wholegrains  oats"",""fruit currants"",""date syrup"",""maize starch"",""salt""]"
"11107","Vogels Delightful Granola Hazelnut Cacao","[""Soy Free"",""Sesame Free"",""Dairy Free"",""Egg Free"",""Peanut Free""]","[""hazelnut"",""natural flavour"",""almond"",""sunflower seed"",""cashew"",""rice bran oil"",""maize starch"",""salt"",""buckwheat"",""chicory root extract"",""nuts amp seeds  coconut"",""rice flour"",""brown sugar"",""cacao powder"",""cereal  wholegrains  oats"",""brown rice puffs brown rice flour""]"
"11108","Harraways Oat Singles Apple Sultana & Cinnamon","[""Wheat Free"",""Egg Free"",""Peanut Free"",""Tree-nut Free"",""Soy Free"",""Sesame Free""]","[""sultana"",""whole milk powder"",""natural flavour"",""new zealand oats"",""roxburgh apple pieces"",""cinnamon"",""raw sugar""]"
"11109","Uncle Tobys Delicious Blends Rolled Oats Blueberry & Coconut","[""Wheat Free"",""Soy Free"",""Dairy Free"",""Peanut Free"",""Sesame Free"",""Egg Free""]","[""flavour"",""invert sugar"",""lemon juice concentrate"",""coconut"",""blueberry fruit pieces blueberry"",""uncle tobys whole grain rolled strongoatsstrong"",""vegetable fibre"",""vegetable gum pectin"",""humectant glycerol"",""sugar""]"
"11110","Hubbards Amazing Toasted Toasted Fruit Muesli Pomegranate & Blueberry","[""Sesame Free"",""Dairy Free"",""Peanut Free"",""Soy Free"",""Egg Free""]","[""flavour"",""pumpkin"",""caramelised sugar syrup"",""grains  wholegrain oats"",""rice pops"",""honey"",""natural flavour vanilla"",""brown sugar"",""vanilla infused oat clusters  wholegrain oats"",""barley malt extract"",""blueberry flakes  wheat"",""salt"",""vegetable oil"",""seeds sunflower"",""maltodextrin"",""cranberries"",""pomegranate flakes  wheat"",""emulsifier 471  total wholegrains"",""oat flour"",""dietary fibre inulin"",""wheat"",""blackcurrant juice concentrate"",""sugar"",""coconut sulphites""]"
